id;Fecha;Ruta;Operadora;Proposito_del_Vuelo;Tipo_de_Aeronave;N_Registro;Total_abordo;Pasajeros_Abordo;Tripulacion_Abordo;N_Fallecidos;Pasajeros_Fallecidos;Tripulacion_Fallecida;Fallecidos_en_Tierra;año
1213;1950-11-21;Near Moran Junction, Wyoming;New Tribes Mission;Chico, CA - Billings, WY;Douglas DC-3;N74586;21;18;3;21;18;3;0;1950
1214;1950-11-23;Cuzco, Peru;Faucett;Maldorado - Quincemil;Douglas DC-3;OB-PAU-201;9;5;4;9;5;4;0;1950
1216;1950-12-01;Near Chamaran, Iran;Iran Air;Tehran - Qom;Douglas DC-3;EP-AAJ;8;7;1;8;7;1;0;1950
1217;1950-12-08;Bangui, French Equatorial Africa;T.A. Intercontinentaux;Paris - Bangui - Dar es-Salaam;Douglas C-54A;F-BELB;56;50;6;46;43;3;0;1950
1218;1950-12-09;Ruig Piner, France;Air Atlas;Casablanca - Perpignan;Douglas DC-3;F-BAXY;7;4;3;5;2;3;0;1950
1219;1950-12-13;Katagiri, India;Air India;Bombay - Coimbatore;Douglas DC-3;VT-CFK;21;17;4;21;17;4;0;1950
1220;1950-12-13;Londrina, Brazil;VASP;Ribeirao Preto - Sao Paulo;Douglas DC-3;PP-SPT;31;25;6;0;0;0;3;1950
1221;1950-12-14;Ribeirao, Brazil;VASP;Ribeirao Preto - Sao Paulo;Douglas DC-3;PP-SPW;20;16;4;1;1;0;1;1950
1222;1950-12-15;Valera, Venezuela;Avensa;Merida - Caracas;Douglas C-47-DL;YC-C-AVU;31;28;3;31;28;3;0;1950
1223;1950-12-19;Near Baguio, Philippines;Military - U.S. Air Force;Naha AB - Clark AB;Douglas C54E-DO (DC-4);44-9096;38;31;7;38;31;7;0;1950
1224;1950-12-22;Penticton, British Columbia, Canada;Canadian Pacific Air Lines;Vancouver - Penticton;Douglas DC-3;CF-CUF;18;15;3;2;0;2;0;1950
1225;1950-12-30;Santiago del Estado, Argentina;Aerolineas Argentinas;Mar del Plata - Buenos;Douglas DC-3;LV-ACH;18;13;5;17;12;5;0;1950
1226;1951-01-12;Ixopo, South Africa;United Airways;Margate - Ladysmith - Johannesburg;de Havilland Dove 1;ZS-DDW;12;10;2;12;10;2;0;1951
1227;1951-01-13;Mt. Bukit, Besar,Thailand;Air Carriers;Butterworth - Kota Bharu;Douglas DC-3;VR-HEP;10;7;3;10;7;3;0;1951
1228;1951-01-14;Philadelphia, Pennsylvania;National Airlines;Newark - Philadelphia;Douglas DC-4-1009;N74685;28;25;3;7;6;1;0;1951
1229;1951-01-16;Near Reardan, Washington;Northwest Orient Airlines;Minneapolis - Seattle;Martin 202;N93054;10;7;3;10;7;3;0;1951
1230;1951-01-17;Near Civitavecchia, Italy;Alitalia;Paris - Rome;Savoia Marchetti SM-95;I-DALO;17;12;5;14;10;4;0;1951
1232;1951-01-28;Near An tung, Taiwan;Military -Royal Air Force;Hong Kong - Iwakuni;Short Sunderland 9 (flying boat);PP107;14;7;7;14;7;7;0;1951
1233;1951-01-31;Off Hafnarfjorour, Iceland;Icelandair;Vestmannaeyar Island - Reykjavík;Douglas DC-3;TF-ISG;20;17;3;20;17;3;0;1951
1235;1951-02-03;Near Mt. Cameroon, Buea, British Cameroons;Air France;Douala - Niamey;Douglas DC-4;F-BBDO;29;23;6;29;23;6;0;1951
1236;1951-02-14;Yali, Colombia;Lineas Aéreas Nacionales;Medellín - Barranquilla;Curtiss C-46A;HK-333;2;0;2;2;0;2;0;1951
1237;1951-03-02;Sioux City, Iowa;Mid Continent Airlines;Kansas City, MO - Omaha, NB - Sioux City, Iowa;Douglas DC-3;N19928;25;21;4;16;13;3;0;1951
1238;1951-03-11;Mt. Butler, Hong Kong;Pacific Overseas Airways;Hong Kong - Bangkok;Douglas DC-4;HS-POS;24;20;4;24;20;4;0;1951
1239;1951-03-21;Corozal, Colombia;LANSA;San Marcos - Cartagena;Douglas C-47;HK-315;29;26;3;29;26;3;0;1951
1240;1951-03-22;Off Florianopolis, Brazil;Cruzeiro;Rio de Janeiro - São Paulo - Curitiba - Florianópolis;Douglas DC-3;PP-CCX;14;10;4;3;3;0;0;1951
1241;1951-03-23;Over the North Atlantic;Military - U.S. Air Force;Loring AFB - Lakeheath AFB;Douglas C-124A Globemaster;49-0244;53;48;5;53;48;5;0;1951
1242;1951-03-25;Irkutsk, Russia;Aeroflot;Irkutsk - Chita - Yakutsk;Lisunov LI-2;CCCP-L4790;13;9;4;12;8;4;0;1951
1243;1951-03-26;Rio Grande, Argentina;Aerolineas Argentinas;Ushuaia - Río Grande - Buenos Aires;Douglas DC-3;LV-ACY;24;20;4;11;8;3;2;1951
1244;1951-03-27;Manchester, England;Air Transport Charter;Manchester - Belfast;Douglas C-47A-75-DL Dakota 3;G-AJVZ;3;0;3;2;0;2;0;1951
1246;1951-04-06;Refugio Pass, near Santa Barbara, California;Southwest Airways;Santa Maria - Santa Barbara - Oxnard - Los Angeles;Douglas DC-3;N63439;22;19;3;22;19;3;0;1951
1247;1951-04-08;Near Charleston, West Virginia;Military - U.S. Air Force;Godman AFB - Charleston, WV;Douglas C-47B-DK;43-48298;21;18;3;21;18;3;0;1951
1248;1951-04-09;Cape d'Arguilar, Hong Kong;Siamese Airways;Bangkok - Hong Kong;Douglas DC-3;HS-SAE;16;11;5;16;11;5;0;1951
1249;1951-04-25;Key West, Florida;Cubana de Aviacion / Military -  US Navy;Miami - Havana;Douglas DC-4 /Beechcraft SMB-1;CU-T188/39939;43;34;9;43;34;9;0;1951
1250;1951-04-28;Fort Wayne, Indiana;United Air Lines;Cleveland - Fort Wayne - South Bend - Chicago;Douglas DC-3;N16088;11;8;3;11;8;3;0;1951
1251;1951-05-06;Near Albuquerque, New Mexico;Military - U.S. Air Force;Carswell - Kirtland;Convair B-36D;49-2660;25;0;25;23;0;23;0;1951
1252;1951-05-08;Bordeaux, France;Hunting Air Travel;Gibraltar - Bordeaux - Bovingdon;Vickers 639 Viking 1;G-AHPD;32;27;5;2;0;2;0;1951
1253;1951-05-18;Rancharia,  Brazil;VASP;Santa Cruz de Rio Prado - Presidente Prudent;Douglas DC-3;PP-SPL;7;4;3;7;4;3;0;1951
1254;1951-06-03;New Boston, Texas;Military - U.S. Air Force;Fort Campbell - Lawton;Fairchild C-82;45-57761;10;0;10;10;0;10;0;1951
1255;1951-06-06;Rio de Janeiro, Brazil;Lineas Aéreas Trans. Brasileira;Vitoria - Rio de Janeiro;Douglas DC-3D;PP-NAL;19;16;3;2;1;1;0;1951
1256;1951-06-13;Medellin, Colombia;Sociedad Aeronautica Medellin;Medellín - Cartagena;Douglas C-47A;HK-504;3;0;3;3;0;3;0;1951
1257;1951-06-22;Near Sanoyea, Liberia;Pan American World Airways;Johannesburg - Accra - Monrovia - New York;Lockheed 049 Constellation;N88846;40;31;9;40;31;9;0;1951
1258;1951-06-29;Near Rijeka, Yugoslavia;JAT Yugoslav Airlines;Rejeka - Zagreb;Junkers 52/3m;YU-ACE;14;11;3;14;11;3;0;1951
1259;1951-06-30;Rocky Mountain Nat. Park, near Ft. Collins, Colorado;United Air Lines;Salt Lake City - Denver;Douglas DC-6B;N37543;50;45;5;50;45;5;0;1951
1260;1951-07-12;Lyneham AFB, England;Military - Royal Air Force;Luqa - Lyneham - Dishforth;Vickers Valetta C-1;VW194;10;0;10;10;0;10;0;1951
1261;1951-07-12;Near Tezpur, India;Indamer;Calcutta - Tezpur;Douglas C-47B;VT-CHT;3;0;3;3;0;3;0;1951
1262;1951-07-12;Aracaju, Brazil;Loide Aereo Nacional;Natal - Recife - Maceió - Aracaju;Douglas DC-3;PP-LPG;33;28;5;33;28;5;0;1951
1263;1951-07-16;Off Lae, New Guinea;Qantas;Wau - Bulolo - Lae;de Havilland DHA-3 Drover II;VH-EBQ;7;5;2;7;5;2;0;1951
1264;1951-07-20;Thudamot, China;Air Outre-Mer;Pakse - Saigon;Douglas C-47A;F-OABX;3;0;3;3;0;3;0;1951
1265;1951-07-21;Near Sitka, Alaska;Canadian Pacific Air Lines;Vancouver - Tokyo;Douglas C-54A;CF-CPC;37;31;6;37;31;6;0;1951
1266;1951-07-24;Gao, Mali;Sabena;Brussels - Gao - Léopoldville;Douglas DC-3;OO-CBA;3;0;3;3;0;3;0;1951
1267;1951-07-29;Cochabamba, Bolivia;Loide Aéreo Nacional;Cochabamba - Rio de Janeiro;Curtiss C-46A;CB-39;7;4;3;7;4;3;0;1951
1269;1951-08-11;Moisville, France;Air France;Training;Douglas DC-3D;F-BAXB;5;0;5;5;0;5;0;1951
1271;1951-08-24;Decoto, California;United Air Lines;Boston - Hartford - Cleveland - Chicago - Oakland;Douglas DC-6B;N37550;50;44;6;50;44;6;0;1951
1272;1951-09-08;Sao Paulo, Brazil;VASP;Sao Paulo - Rio de Janeiro;Douglas DC-3;PP-SPQ;13;9;4;13;9;4;3;1951
1273;1951-09-12;Off Ialas Baeares, Spain;Societe Alpes Provence;Perpignan - Oran;Douglas DC-3;F-BEIZ;39;36;3;39;36;3;0;1951
1274;1951-09-12;Off Redwood City, California;United Air Lines;San Francisco - Oakland - San Francisco;Boeing 377 Stratocruiser 10-34;N31230;3;0;3;3;0;3;0;1951
1275;1951-09-15;Bangalore, India;Air India;Bangalore - Trivandrum;Douglas C-47A-30-DK Dakota III;VT-CCA;28;24;4;22;21;1;0;1951
1276;1951-09-27;Near Tachikawa Air Base;Military - US Air Force;Ashiya - Tachikawa AB;Fairchild C-119C-15-FA Flying Boxcar;49-169;14;0;14;14;0;14;0;1951
1278;1951-10-08;Cerro Blanco, Mexico;Aero Transportes;Mexico City - Minatitlán - Villahermosa;Douglas DC-3;XA-GOR;8;5;3;8;5;3;0;1951
1279;1951-10-15;East Griqualand, South Africa;South African Airways;Port Elizabeth - Durbin;Douglas DC-3;ZS-AVJ;17;13;4;17;13;4;0;1951
1280;1951-10-15;North Atlantic;Military - U.S. Air Force;Azores - Westover AFB;Boeing C-97A Stratofreighter;49-2602;12;9;3;12;9;3;0;1951
1281;1951-10-17;Mt. Benson, BC, Canada;Queen Charlotte Airlines;Kildala - Vancouver;Consolidated PBY-5A Catalina;CF-FOQ;23;20;3;23;20;3;0;1951
1282;1951-10-22;Skopje, Yugoslavia;JAT Yugoslav Airlines;Belgrad - Skopje;Douglas DC-3;YU-ACC;12;9;3;12;9;3;0;1951
1283;1951-10-27;Near Flores, Guatemala;Military - Guatemalan Air Force;Flores - Guatemala City;Douglas C-47;FAGO961;29;25;4;27;23;4;0;1951
1284;1951-11-05;Near Tucumcari, New Mexico;Transocean Air Lines;Oakland - Albuquerque;Martin 202;N93039;29;26;3;1;1;0;0;1951
1285;1951-11-13;Puy-de-Dôme, France;Military - U. S. Air Force;Frankfort - Bordeaux;Fairchild C-82 Packet;45-57801A;36;32;4;36;32;4;0;1951
1286;1951-11-15;Near Lodz, Poland;LOT Polish Airlines;Lodz - Krakow;Lisunov Li-2P;SP-KLA;18;14;4;18;14;4;0;1951
1287;1951-11-17;Near  Novosibirsk, Russia;Aeroflot;Novosibirsk - Moscow;Ilyushin IL-12;CCCP-L1775;23;19;4;23;19;4;0;1951
1288;1951-11-19;Cairo, Egypt;Devlet Hava Yollari;Ankara - Cairo;Douglas DC-3;TC-ACA;5;4;1;5;4;1;0;1951
1289;1951-11-21;Calcutta, India;Deccan Airways;Nagpur - Calcutta;Douglas DC-3;VT-AUO;17;13;4;16;12;4;0;1951
1290;1951-11-24;Zurich, Switzerland;El Al;Tel Aviv - Rome - Zurich - Amsterdam;Douglas DC-4;4X-AND;7;0;7;6;0;6;0;1951
1291;1951-11-27;San Luis Acatlan, Mexico;Lineas Aereas Unidas;San Luis Acatlán - Acapulco;DC-2-243;XA-DOQ;21;18;3;13;11;2;0;1951
1292;1951-12-04;Denver, Colorado;United Air Lines;Training;Douglas DC-3A;N17109;3;0;3;3;0;3;0;1951
1293;1951-12-13;Yaramunda, Papua, New Guinea;Qantas;Mount Hagen - Madang;de Havilland DH-84 Dragon;VH-UR;3;2;1;3;2;1;0;1951
1294;1951-12-16;Elizabeth, New Jersey;Miami Airlines;Fort Smith - Newark - Tampa;Curtiss Wright C-46F;N1678M;56;52;4;56;52;4;1;1951
1295;1951-12-23;Tehran, Iran;Misrair;Cairo - Baghdad - Tehran;SNCASE Languedoc;SU-AHH;22;18;4;22;18;4;0;1951
1296;1951-12-27;Near Namtso, Russia;Aeroflot;Yakutsk - Vilyuisk;Lisunov LI-2;L4228;20;14;6;20;14;6;0;1951
1297;1951-12-29;Near Little Valley, New York;Continental Charters;Miami - Pittsburgh - Buffalo;Curtiss C-46A-50-CU;N3944C;40;36;4;26;23;3;0;1951
1298;1951-12-30;Near Fairbanks, Alaska;Transocean Air Lines;Point Barrow - Umiat - Fairbanks;Curtiss C 46F-CU;N68963;4;2;2;4;2;2;0;1951
1299;1951-12-30;Near Phoenix, Arizona;Military - U.S. Air Force;New York - Williams AFB;Douglas C-47D;47-76266;28;24;4;28;24;4;0;1951
1302;1952-01-10;Com Edno, Ireland;Aer Lingus;Northolt - Dublin;Douglas DC-3;EI-AFL;23;20;3;23;20;3;0;1952
1303;1952-01-19;Off Sandspit, BC, Canada;Northwest Orient Airlines;Tokyo - Elmendorf AFB;Douglas DC-4;N45342;43;40;3;36;33;3;0;1952
1304;1952-01-22;Elizabeth, New Jersey;American Airlines;Buffalo - Newark;Convair CV-240-0;N94229;23;20;3;23;20;3;7;1952
1305;1952-02-04;Kikwit, Belgian Congo;Sabena;Costermansville - Leopoldville;Douglas DC-3;OO-CBN;15;11;4;15;11;4;0;1952
1307;1952-02-11;Elizabeth, New Jersey;National Airlines;Newark, NJ - Miami, FL;Douglas DC-6;N90891;63;59;4;29;26;3;4;1952
1308;1952-02-16;Near Burgio, Italy;Hunting Air Travel;Nice - Malta;Vickers 614 Viking 1;G-AHPI;31;26;5;31;26;5;0;1952
1309;1952-02-19;Nagpur, India;Deccan Airways;Madras - Nagpur - Delhi;Douglas DC-3;VT-AXE;16;12;4;3;1;2;0;1952
1311;1952-02-28;Uberlandia,  Brazil;Panair do Brasil;Rio de Janeiro - Guiana;Douglas DC-3A;PP-PCN;8;6;2;8;6;2;0;1952
1312;1952-03-03;Nice, France;Air France;Nice - Paris;SNCASE Languedoc;F-BCUM;38;34;4;38;34;4;0;1952
1313;1952-03-10;Cebu, Philippines;Philippine Air Lines;Cebu - Hoilo;Douglas C-47A-35-DL;PI-C5;3;0;3;3;0;3;0;1952
1315;1952-03-22;Near Gaspe, Quebec, Canada;Maritime Central Airways;St. Johns - Goose Bay;Douglas C-47-DL;CF-BXZ;4;3;1;4;3;1;0;1952
1316;1952-03-22;Frankfurt, Germany;KLM Royal Dutch Airlines;Rome - Frankfort;Douglas DC-6;PH-TPJ;47;37;10;45;36;9;0;1952
1317;1952-03-24;Near Gao, French West Africa;Société Aérienne de Tr. Tropicaux;Gao, FWA - Nice, France;Lockheed 18 Lodestar;F-ARTE;21;18;3;17;14;3;0;1952
1319;1952-03-29;Near San Felipe, Venezuela;TACA;Maiquetia - San Felipe;Douglas DC-3;YV-C-AZU;12;9;3;12;9;3;0;1952
1321;1952-04-05;New York, New York;US Airlines;Raliegh, NC - New York, NY;Curtiss C-46F-1-CU;N1911M;2;0;2;2;0;2;3;1952
1322;1952-04-09;Mihara Volcano, Japan;Japan Air Lines;Tokyo - Osaka;Martin 202;N93043;37;33;4;37;33;4;0;1952
1324;1952-04-11;North of San Juan, Puerto Rico;Pan American World Airways;San Juan - New York City;Douglas DC-4;N88899;69;64;5;52;52;0;0;1952
1325;1952-04-18;Near Whittier, California;North Continental Airlines (Robin Airlines);Kansas City, MO - Phoenix - Burbank;Curtiss C-46F-1CU;N8404C;29;26;3;29;26;3;0;1952
1326;1952-04-29;Near Carolina, Brazil;Pan American World Airways;Rio de Janeiro - New York City;Boeing 377-10-26 Stratocruiser;N1039V;50;41;9;50;41;9;0;1952
1327;1952-04-30;Delhi,  India;Deccan Airways;Madras - Delhi;Douglas DC-3;VT-AUN;9;5;4;9;5;4;0;1952
1328;1952-05-05;Near Skien, Norway;Fred Olsen Flyveselskap;Amsterdam, Netherlands - Jarsberg, Norway;Douglas C-47A;LN-NAD;29;26;3;11;8;3;0;1952
1330;1952-05-13;Sao Paulo, Brazil;VASP;Sao Paulo - Bauru;Douglas DC-3;PP-SPM;22;19;3;5;3;2;0;1952
1332;1952-05-26;Near Atar, Mauritania;British Overseas Airways;Tripoli - Kano;Handley Page HP-81 Hermes IV;G-ALDN;18;10;8;1;0;1;0;1952
1333;1952-06-13;Baltic Sea;Swedish Air Force;Radio surveillance mission;Douglas DC-3;79001;8;5;3;8;5;3;0;1952
1336;1952-06-25;Off Northumberland, North Sea;Military - Royal Air Force;Scrampton RAF Station, England;Avro Shackleton MR-1;VP261;13;11;2;11;9;2;0;1952
1338;1952-07-27;Off Rio de Janeiro, Brazil;Pan American World Airways;Rio de Janeiro - Buenos Aires;Boeing 377 Stratocruiser;N1030V;27;19;8;1;1;0;0;1952
1339;1952-08-12;Palmeira de Goias, Brazil;Transportes Areos Nacionales;Rio Verde - Goiania;Douglas DC-3;PP-ANH;24;20;4;24;20;4;0;1952
1340;1952-08-21;Off Trapani, Italy;Airwork;Blackbushe - Malta - Khartoum;Handley Page HP-81 Hermes 4A;G-ALDF;57;51;6;7;1;6;0;1952
1342;1952-08-29;Kosti, Sudan;Phoenix Airlines;Juba - Wadi Halfa;Douglas DC-2-115B;ZS-DFW;4;0;4;2;0;2;0;1952
1346;1952-10-05;Skvoritsy, Russia;Aeroflot;Minsk - Leningrad;Ilyushin IL-12;L1328;21;19;5;21;19;5;0;1952
1351;1952-11-06;Lake Chad, Chad;Union Aeromaritime de Transport;Fort Lamy - Beirut;Douglas C-54B-1-DC;F-BFVO;6;1;5;5;1;4;0;1952
1352;1952-11-07;Near Summit, Alaska;Military - U.S. Air Force;Elmendorf AFB - Big Delta;Fairchild C-119C;51-2560A;19;14;5;19;14;5;0;1952
1354;1952-11-15;Near Anchorage, Alaska;Military - U.S. Air Force;Elemndorf AFB - Kodiak NAS;Fairchild C-119C;51-2570;20;15;5;20;15;5;0;1952
1359;1952-12-06;Off Bermuda-Kindley Field, Bermuda;Cubana de Aviacion;Madrid - Azores - Bermuda - Havana;Douglas DC-4;CU-T397;41;33;8;37;30;7;0;1952
1364;1952-12-25;Tehran, Iran;Iran Air;Abadan - Tehran;Douglas DC-3;EP-ACJ;29;25;4;27;23;4;0;1952
1366;1953-01-05;Belfast, Northern Ireland;British European Airways;Northolt - Belfast;Vickers Viking 610-1B;G-AJDL;35;31;4;27;24;3;0;1953
1367;1953-01-07;Issaquah, Washington;Flying Tiger Line;Seattle - Cheyenne - Fort Jackson;Douglas C-54B-10-DO;N86574;7;3;4;7;3;4;0;1953
1368;1953-01-07;Fish Haven, Idaho;Associated Air Transport;Boeing Field - Cheyenne;Curtiss C-46;N1648M;40;37;3;40;37;3;0;1953
1370;1953-01-26;Sinnai, Sardinia, Italy;Linee Aeree Italiane;Cagliari - Rome;Douglas DC-3;I-LAIL;19;15;4;19;15;4;0;1953
1371;1953-02-02;Off Newfoundland, Canada;Lancashire Aircraft Corporation (Skyways);Lajes, Azores - Gander;Avro 685 York 1;G-AHFA;39;33;6;39;33;6;0;1953
1373;1953-02-07;Bordeaux, France;UTA;Abidjan - Bordeaux;Douglas C-54A-5-DC;F-BFGR;19;13;6;9;3;6;0;1953
1374;1953-02-09;Cairo, Egypt;Military - Egyptian Air Force;Al Arish - Cairo;Curtiss-Wright C-46;1001;40;35;5;29;24;5;0;1953
1375;1953-02-14;Off Mobile, Alabama;National Airlines;Miami - Orlando - New Orleans;Douglas DC-6;N90893;46;41;5;46;41;5;0;1953
1376;1953-03-03;Karachi, Pakistan;Canadian Pacific Air Lines;Karachi - Rangoon;de Havilland DH106 Comet 1A;CF-CUN;11;6;5;11;6;5;0;1953
1377;1953-03-04;Windsor Locks, Connecticut;Slick Airways;New York, NY - Winsor Locks, CT;Curtiss C-46F;N4717N;2;0;2;2;0;2;0;1953
1378;1953-03-14;Kalasahar, India;Orient Airways;Delhi - Dacca;Convair CV-240-7;AP-AEG;16;11;5;16;11;5;0;1953
1380;1953-03-18;Random Island, Newfoundland;Military - U.S. Air Force;Lajes - Saint John’s - Rapid City;Convair RB-36H;51-13721A;23;18;5;23;18;5;0;1953
1381;1953-03-18;Stephenville, Newfoundland;u.s. Air Force;Stephenville - Stephenville;Boeing B-29 Superfortress;44-69982;10;0;10;10;0;10;0;1953
1382;1953-03-20;Alvarado, California;Transocean Air Lines;Roswell - Oakland - Guam;Douglas DC-4  (C-54-10-DO);N88942;35;30;5;35;30;5;0;1953
1384;1953-03-29;Mtara, Tanganyika;Central African Airways;Nairobi - Dar-es-Salaam;Vickers 616 Viking 1B;VP-YEY;13;8;5;13;8;5;0;1953
1385;1953-04-10;Miandivazo, Madagascar;Air France;Miandrivazo - Antananarivo;Junkers JU-5/-3m;F-BALE;15;12;3;4;1;3;0;1953
1387;1953-04-10;Off Kingston, Jamaica;Caribbean International Airways;Kingston - George Town;Lockheed 18-56 LodeStar;VP-JBC;13;10;3;13;10;3;0;1953
1388;1953-04-14;Near Guwahati, India;Airways;Guwahati - Calcutta;Douglas C-47A;VT-AUJ;3;0;3;3;0;3;0;1953
1389;1953-04-14;Selleck, Washington;Miami Airlines;Spokane - Ellenburgh;Douglas DC-3 (C-47-DL);N65743;25;22;3;7;5;2;0;1953
1390;1953-04-16;NW of Hanoi, Vietnam;Aigle Azur;Hanoi - Na San;Douglas DC-3;F-BESS;30;27;3;30;27;3;0;1953
1391;1953-04-20;San Francisco Bay, California;Western Airlines;Los Angeles - San Francisco - Oakland;Douglas DC-6B;N91303;10;5;5;8;4;4;0;1953
1392;1953-05-02;Near Jalalogori, West Bengal, India;British Overseas Airways;Calcutta - Delhi;de Havilland DH106 Comet 1;G-ALYV;43;37;6;43;37;6;0;1953
1393;1953-05-07;Off Hartland Point, England;Military - Royal Air Force;Training;Vickers Valetta T-3;WG258;10;0;10;10;0;10;0;1953
1394;1953-05-09;New Delhi, India;Air India;Delh - Ahmedabad - Bombay;Douglas DC-3;VT-AUD;18;13;5;18;13;5;0;1953
1395;1953-05-11;Prince Rupert, BC, Canada;Canadian Pacific Air Lines;Sandpit - Prince Rupert;Consolidated PBY-5A Catalina;CF-CRV;19;16;3;2;1;1;0;1953
1396;1953-05-17;Near Marshall, Texas;Delta Air Lines;Dallas - Shreveport;Douglas DC-3;N28345;20;17;3;19;16;3;0;1953
1398;1953-05-25;Amsterdam, Netherlands;KLM Royal Dutch Airlines;Amsterdam - Paris;Convair CV-240-4;PH-TEI;34;28;6;0;0;0;2;1953
1399;1953-05-27;Goose Wade, Russia;Aeroflot;Krasnoyarsk - Novosibirsk;Li-2 / Li-2T;CCCP-L4534;20;16;11;20;16;11;0;1953
1400;1953-06-14;Near  Zugdidi, Georgia;Aeroflot;Krasnodar - Tbilisi;Ilyushin IL-2;CCCP-L1375;18;12;6;18;12;6;0;1953
1401;1953-06-15;San Ramon Mtns., Costa Rica;LACSA;Palmar Sur - San Isidoro;Douglas DC-3;TI-1002;17;14;3;9;6;3;0;1953
1402;1953-06-15;Near Reo Copiapo, Chile;LAN Chile;Copiapó - Santiago;Lockheed 18 Loadstar;CC-CLD-0100;7;5;2;7;5;2;0;1953
1403;1953-06-16;Mount Phou-Lassy, French Indo-China;Aigle Azur;Vientiane - Saigon;Douglas DC-3;F-BEST;34;31;3;34;31;3;0;1953
1404;1953-06-17;Sao Paulo, Brazil;Panair do Brasil;London - Bueno Aires;Lockheed 049-46-21 Constellation;PP-PDA;17;10;7;17;10;7;0;1953
1405;1953-06-18;Tachikawa AFB, Tokyo, Japan;Military - U.S. Air Force;Tachikawa AB - Kimpo AB;Douglas C-124A Globemaster II;51-137A;129;122;7;129;122;7;0;1953
1406;1953-07-12;Pacific Ocean, 325 miles east of Wake Island;Transocean Air Lines;Wake Island - Honolulu - Oakland;Douglas DC-6A;N90806;58;50;8;58;50;8;0;1953
1407;1953-07-17;Near Milton, Florida;Military - U.S. Navy;Whitting NAS - Norfolk NB;Fairchild R4Q-2;131663;46;40;6;44;39;5;0;1953
1409;1953-08-03;Off Fethiye Point, Turkey;Air France;Rome - Beirut;Lockheed L- 749A Constellation;F-BAZS;42;34;8;4;4;0;0;1953
1410;1953-08-03;Sharjah, United Arab Emirates;Orient Airways;Karachi - Jeddah;Douglas DC-3;AP-AAD;25;21;4;1;1;0;0;1953
1411;1953-08-05;Off Irish coast;Military - U.S. Air Force;Travis - Lakenheath;Convair B-36;52-1369;23;0;23;19;0;19;0;1953
1413;1953-09-01;Near Barcelonnette, France;Air France;Paris - Nice - Beirut - Baghdad - Karachi - Calcutta;Lockheed 749A Constellation;F-BAZZ;42;33;9;42;33;9;0;1953
1414;1953-09-01;Vail, Washington;Regina Cargo Airlines;Fort Ord - McChord;Douglas DC-3;N19941;21;19;2;21;19;2;0;1953
1415;1953-09-08;San Andres, Honduras;TACA;San Pedro - San Andres;Douglas C-47A;XH-TAR;3;0;3;3;0;3;0;1953
1416;1953-09-14;Chablekal, Mexico;Transportes Aéreos Mexicanos;Campeche - Mérida;Douglas C-47A;XA-GIC;2;0;2;1;0;1;0;1953
1417;1953-09-16;Albany, New York;American Airlines;Boston - Hartford - Albany - Chicago;Convair CV-240-0;N94255;28;25;3;28;25;3;0;1953
1418;1953-09-25;Ankara, Turkey;Devlet Hava Yollari;Ankara - Van;Douglas DC-3;TC-EGE;21;16;5;5;1;4;0;1953
1419;1953-09-28;Louisville, Kentucky;Resort Airlines;Philadelphia - Louisville;Curtiss C-46F-1-CU;N66534;41;38;3;25;22;3;0;1953
1420;1953-10-14;Frankfurt, Germany;Sabena;Salzburg - Frankfurt - Brussels;Convair CV-240-12;OO-AWQ;44;40;4;44;40;4;0;1953
1422;1953-10-19;New York City, New York;Eastern Air Lines;New York City - San Juan;Lockheed 749A Constellation;N119A;27;22;5;2;2;0;0;1953
1423;1953-10-19;Near Monterrey, Mexico;Aerovias Contreras;Monterrey - Falcon Dam;Douglas C-46A-CU ( DC-3);XA-GOT;21;18;3;21;18;3;0;1953
1425;1953-10-29;Near Half Moon Bay, California;British Commonwealth Pacific Airlines;Sydney - Honolulu - San Francisco;Douglas DC-6;VH-BPE;19;11;8;19;11;8;0;1953
1426;1953-10-31;Kharkov. Ukraine, Russia;Aeroflot;Rostov-on-Don - Kharkiv - Moscow;Li-2;L4732;16;11;5;15;10;5;0;1953
1427;1953-11-03;Tarabuco, Bolivia;Lloyd Aereo Boliviano;Camiri - Sucre;Douglas DC-3;CP-600;28;25;3;28;25;3;0;1953
1428;1953-11-11;Off Argyll, Scotland;Military - Royal Air Force;Training;Avro Shackleton MR-2;WL746;10;0;10;10;0;10;0;1953
1429;1953-12-04;Near Guaderrama, Spain;Aviaco;Bilbao - Madrid;Bristol 170 Freighter 21;EC-AEG;33;28;5;23;22;1;0;1953
1430;1953-12-12;Nagpur, India;Indian Airlines;New Delhi - Nagpur - Madras;Douglas DC-3;VT-CHF;14;10;4;13;10;3;0;1953
1431;1953-12-15;Tecpan Mt., Guatemala;Aviateca;Brownsville - Guatemala City;Curtiss C-46D;TG-AQA;2;0;2;2;0;2;0;1953
1434;1953-12-19;Zurich, Switzerland;Sabena;Brussels - Zurich;Convair CV-240;OO-AWO;44;41;3;1;1;0;0;1953
1437;1954-01-05;Lapseki, Turkey;Devlet Hava Yollari;Istanbull - Bandirma - Canakkal7;Douglas DC-3;TC-BAG;10;5;5;4;2;2;0;1954
1438;1954-01-06;Near Aldbury, England;Military -Royal Air Force;Bovingdon AF - Thorney Island;Vickers Valetta;WJ474;17;13;4;16;12;4;0;1954
