id;Fecha;Ruta;Operadora;Proposito_del_Vuelo;Tipo_de_Aeronave;N_Registro;Total_abordo;Pasajeros_Abordo;Tripulacion_Abordo;N_Fallecidos;Pasajeros_Fallecidos;Tripulacion_Fallecida;Fallecidos_en_Tierra;año
353;1934-11-15;Amazonia, Montana;Rapid Air Transport;Omaha - Kansas City;Stinson SM-6000-B;NC10809;2;0;2;2;0;2;0;1934
354;1934-11-15;Near Longreach, Australia;Qantas;London - Sydney;de Havilland DH-86;VH-USG;4;3;1;4;3;1;0;1934
355;1934-12-07;Salchau, Germany;Deutsche Lufthansa;Berlin - Hanover;Junkers F-13;D-OMAS;3;0;3;3;0;3;0;1934
356;1934-12-08;Columbia, Missouri;Braniff Airlines;Kansas City, MO - Chicago, IL;Lockheed Vega 5C;NC106W;1;0;1;1;0;1;0;1934
357;1934-12-10;Palma Soriano, Cuba;Cubana de Aviacion;Havana - Santiago de Cuba;Ford 4-AT-E Tri-motor;NM-7;8;5;3;4;2;2;0;1934
358;1934-12-20;Rutbah Wells, Syria;KLM Royal Dutch Airlines;Amsterdam - Batavia, Java;Douglas DC-2-115A;PH-AJU;7;3;4;7;3;4;0;1934
359;1934-12-22;Sunbright, Tennessee;American Airlines;Louisville, KY - Nashville, TN;Lockheed Orion 9D;NC12286;1;0;1;1;0;1;0;1934
362;1935-01-26;Pittsburgh, Pennsylvania;Trans Continental and Western Air;Newark, NJ - Columbus, OH;Consolidated Fleetster;NC13212;1;0;1;1;0;1;0;1935
363;1935-01-31;Stettin, Germany;Deruluft;Koenigberg - Berlin;Junkers JU-52/3m;D-AREN;11;8;3;11;8;3;0;1935
366;1935-03-15;El Arish, Egypt;Misrair;Jerusalem - Cairo;de Havilland Dragon 1;SU-ABI;6;5;1;3;2;1;0;1935
367;1935-03-29;Off Samland, Germany;Deutsche Lufthansa;Training;Junkers F-13;D-OHIL;5;0;5;5;0;5;0;1935
369;1935-04-06;Brilon, Germany;KLM Royal Dutch Airlines;Prague Leipzig Essen Amsterdam Rotterdam;Fokker F-12;PH-AFL;7;2;5;7;2;5;0;1935
370;1935-05-01;Near Walsenberg, Colorado;Varney Air Lines;Pueblo - El Paso;Lockheed Vega;NC891E;1;0;1;1;0;1;0;1935
371;1935-05-06;Atlanta, Missouri;Trans Continental and Western Air;Los Angeles - Albuquerque - Kanasas City -  Washington;Douglas DC-2-112;NC13785;14;12;2;5;3;2;0;1935
372;1935-05-18;Near Moscow, Russia;Gor'ky Eskadril'ya;Demonstration;Tupolev ANT-20 / I-5;CCCP-I20;50;37;13;50;37;13;2;1935
373;1935-05-18;Flint, Michigan;Knowles Flying Service of Detroit;Sightseeing;Ford model 4-AT-E;WC-7864;12;11;1;3;2;1;0;1935
374;1935-05-27;Glendo, Wyoming;Wyoming Air Service;Billings - Sheridan - Casper - Cheyenne;Boeing 221;NC725W;1;0;1;1;0;1;0;1935
375;1935-05-28;Maywood, Illinois;Chicago and Southern Airlines;Chicago - St. Louis;Stinson SM6000B Tri-motor;NC10894;2;1;1;2;1;1;0;1935
377;1935-06-24;Medellin, Colombia;Servicio Aereo Columbiano / SCADTA;Medellin - Bogotá;Ford Tri-Motor / Ford Tri-Motor;C-31 / F-31;20;18;2;17;15;2;0;1935
378;1935-07-14;Amsterdam, Netherlands;KLM Royal Dutch Airlines;Amsterdam - Sweden;Fokker F-XXII;PH-AJQ;20;15;5;6;2;4;0;1935
379;1935-07-19;Off Chandeleur Island, Mississippi;Wedell-Williams Air Service Corporation;New Orleans, LA - Mobile, AL;General 102-E;NC-492K;2;1;1;2;1;1;0;1935
380;1935-07-20;Pian Giacomo, Switzerland;KLM Royal Dutch Airlines;Milan - Frankfort - Amsterdam;Douglas DC-2;PH-AKG;13;9;4;13;9;4;0;1935
381;1935-07-23;Cardiff, United Kingdom;Jersey Airways;Cardiff - Saint-Helier;de Havilland DH-84 Dragon;G-ACMP;8;7;1;1;3;0;0;1935
382;1935-07-28;El Retiro, Colombia;Fuerza Aerea Colombiana;Palanquero - Tres Esquinas;Junkers W-34;406;5;3;2;5;3;2;0;1935
383;1935-08-07;Cairo, Egypt;Ala Littoria;Guidonia - Cairo - Massawa - Asmara;Savoia-Marchetti S-66;I-REDI;7;3;4;7;3;4;0;1935
385;1935-08-14;Near Gilmer, Texas;Delta Air Lines;Dallas -  Atlanta;Stinson Model A;NC14599;4;3;1;4;3;1;0;1935
387;1935-08-15;Near Glendo, Wyoming;Aero Mayflower Transit Co;Helena - Denver;Waco, model YLC;NC14140;3;2;1;3;2;1;0;1935
388;1935-09-01;Burbank, California;Western Air Express;Burbank, CA - Salt Lake City, UT;Boeing 247;NC13314;3;0;3;3;0;3;0;1935
390;1935-10-02;Off Finders Island, Victoria, Australia;Holyman Airways;Melbourne - Sydney;de Havilland DH-86;VH-URT;5;3;2;5;3;2;0;1935
391;1935-10-07;Near Cheyenne, Wyoming;United Air Lines;Salt Lake City - Cheyenne;Boeing 247D;NC13317;12;9;3;12;9;3;0;1935
392;1935-10-09;Gulf of Finland;Aero O-Y;Tallinn - Helsinki;Junkers F-13;OH-ALI;6;4;2;6;4;2;0;1935
393;1935-10-21;Troy, New York;Chamberlin Flying Service;Troy - Teterboro;Curtiss AT-32C Condor;NC725K;6;4;2;1;0;1;0;1935
394;1935-10-30;Cheyenne, Wyoming;United Air Lines;Test flight;Boeing B-247-D;NC13323;4;0;4;4;0;4;0;1935
395;1935-11-02;Off Nhambupe, Brazil;Air France;Bahia - Aracaju;Latécoère 28-1;F-AJIQ;4;0;4;4;0;4;0;1935
396;1935-11-09;Near Fort Worth, Texas;Braniff Airlines;Dallas - Waco;Lockheed Vega;NC980Y;1;0;1;1;0;1;0;1935
397;1935-11-09;Brindisi, Italy;Imperial Airways;London - Brindisi - Alexandria;Short S-17 Kent;G-ABFB;13;10;3;12;9;3;0;1935
399;1935-12-04;Tours, France;Air Bleu;Le Havre - Paris - Tours - Bordeaux;Caudron C-630 Simoun;F-ANRK;2;0;2;1;0;1;0;1935
400;1935-12-10;Croydon, England;Sabena;Brussels, Belgium - Croydon, England;Savoia-Marchetti SM73;OO-AGN;11;7;4;11;7;4;0;1935
402;1935-12-31;Off Alexandria, Egypt;Imperial Airways;London - Brindisi - Mirabella - Alexandria;Short S-8 Calcutta flying boat;G-AASJ;13;9;4;12;9;1;0;1935
404;1936-01-14;Goodwin, Arkansas;American Airlines;Newark - Memphis - Little Rock - Dallas - Los Angeles;Douglas DC-2-120;NC14274;17;14;3;17;14;3;0;1936
406;1936-01-21;Off Ajaccio, Corsica, France;Air France;Marseille - Ajaccio - Tunis;CAMS 53;F-AJIR;6;3;3;6;3;3;0;1936
407;1936-01-29;Denton, Texas;American Airlines;Chicago - Oklahoma City;Vultee V-1;NC13767;6;5;1;1;0;1;0;1936
408;1936-02-10;Atlantic Ocean;Air France;Natal, Brazil - Dakar, Senegal;Latecoere 301 (flying boat);F-ANLE;6;1;5;6;1;5;0;1936
409;1936-02-15;South Atlantic Ocean;Deutsche Lufthansa;Rio de Janerio - Berlin;Dormier Do-J-Iif Bos Wal flying boat;D-ADYS;4;0;4;4;0;4;0;1936
412;1936-03-26;Amemeca, Mexico;Mexicana;Mexico - Guatemala;Ford 5-AT-B Tri Motor;XA-BCB;14;10;4;14;10;4;0;1936
413;1936-04-01;Pavillon, New York;American Airlines;Newwark - Buffalo;Stinson Model A;NC15152;2;0;2;2;0;2;0;1936
414;1936-04-07;Uniontown, Pennsylvania;Trans Continental and Western Air;Newark - Los Angeles;Douglas DC-2-112;NC13721;14;11;3;12;10;2;0;1936
415;1936-04-11;Port of Spain, Trinidad;Pan American Airways;Miami - Rio de Janeiro;Sikorsky S-42A  Flying Boat;NC1537;25;18;7;3;2;1;0;1936
416;1936-04-15;Near Turin, Italy;Avio Linee Italiane;Turin - Milan;OFM F-VIIb/3m;I-AAXZ;7;5;2;7;5;2;0;1936
417;1936-04-17;Orvin, Switzerland;Deutsche Lufthansa;Test flight;Junkers JU-52;D-ASOR;5;0;5;3;0;3;0;1936
418;1936-04-21;Senlis, France;Sabena;Paris - Brussels - Cologne;Fokker F-VII;OO-AIF;2;0;2;2;0;2;0;1936
420;1936-05-16;Mount Waverley, Australia;Holymans Airways;Training;De Havilland DH-60 Moth;VH-UII;2;0;2;2;0;2;0;1936
421;1936-06-09;Malmo, Sweden;A B Aerotransport;Malmo - Amsterdam;Fokker F-XXII;SE-ABA;15;11;4;1;1;0;0;1936
423;1936-06-16;Mt. Lihesten, Norway;Den Norske Luftfartskole;Bergen - Trondheim;Junkers JU-52/3m;LN-DAE;7;3;4;7;3;4;0;1936
424;1936-07-15;Zagreb, Croatia;Aeroput;Belgrade - Zagreb - Ljubljana;Spartan Cruiser;YU-SAP;7;5;2;7;5;2;0;1936
426;1936-07-31;Off Channel Islands, Jersey;Guernsey Airways;Saint Pierre - Saint-Hélier;Saro A-19 Cloud;G-ABXW;10;8;2;10;8;2;0;1936
427;1936-08-02;Mazamet, France;Air France;Paris - Toulouse - Dakar - Natal - Rio de Janeiro;Wibault 280;"F-ANBLF-ANBL";3;0;3;3;0;3;0;1936
429;1936-08-05;St. Louis, Missouri;Chicago Southern Airlines;New Orleans - Chicago;Lockheed 10B Electra;NC16022;8;6;2;8;6;2;0;1936
431;1936-08-12;Altenkirchen, Germany;British Airways;Hanover - Cologne - London-Gatwick;De Havilland DH-86;G-ADEB;2;0;2;2;0;2;0;1936
432;1936-08-22;Mirabella, Greece;Imperial Airways;Alexandria - Mirabella - Brindisi - Southampton;Short S-17 Kent;G-ABFA;11;8;3;2;2;0;0;1936
433;1936-09-05;Near Pittsburgh, Pennsylvania;Pittsburgh Skyways Inc.;Sightseeing;Stinson SM 6000B;NC117S;11;10;1;10;9;1;0;1936
434;1936-09-24;Benghazi, Libya;Ala Littoria SA;Addis Ababa, Ethiopia - Rome, Italy;CRDA CANT Z-506;I-RODI;10;7;3;9;7;2;0;1936
435;1936-09-25;English Channel;Imperial Airways;Croydon - Paris;Boulton and Paul P-71;G-ACOX;2;0;2;2;0;2;0;1936
436;1936-09-28;Walsenberg, Colorado;Varney Air Lines;El Paso, TX - Pueblo, CO;Lockheed  5 Vega;NC176W;3;1;2;3;1;2;0;1936
440;1936-11-01;Near Tabarz, Germany;Deutsche Lufthansa;Frankfurt - Erfurt;Junkers JU-52;D-APOO;15;12;3;11;8;3;0;1936
441;1936-11-17;Nurnberg, Germany;Deutsche Lufthansa;Leipzig - Nuremberg;Junkers JU-52/3m;D-ASUI;16;13;3;4;3;1;0;1936
442;1936-11-19;London, England;British Airways;Hanover - London;Fokker F-XII;G-AEOT;4;0;4;2;0;2;0;1936
443;1936-12-04;Near Grenoble, France;Deutsche Lufthansa;Lisbon - Burgos - Geneva - Munich;Junkers JU-52/3m;D-ASIH;6;3;3;6;3;3;0;1936
444;1936-12-06;Near Moscow, Russia;Deruluft;Berlin - Moscow;Antonov AN-9;CCCP-D311;14;11;3;9;7;2;0;1936
445;1936-12-07;Off Dakar, French West Africa;Air France;Marseille - Dakar - Natal - Rio de Janeiro;Latécoère 300 (float plane.;F-AKGF;5;1;4;5;1;4;0;1936
446;1936-12-09;Croydon, England;KLM Royal Dutch Airlines;Croydon - Amsterdam;Douglas DC-2-115E;PH-AKL;17;13;4;15;12;3;0;1936
447;1936-12-15;Near Salt Lake City, Utah;Western Air Express;Burbank - Las Vegas - Salt Lake City;Boeing 247D;NC13370;7;4;3;7;4;3;0;1936
448;1936-12-18;Kellogg, Idaho;Northwest Orient Airlines;Chicago - Minneapolis - Missoula - Seattle;Lockheed 10 Electra;NC14935;2;0;2;2;0;2;0;1936
449;1936-12-19;Near Milford, Pennsylvania;Eastern Air Lines;Miami - Charleston - Newark;Douglas DC-2-112;NC13732;11;8;3;0;0;0;0;1936
450;1936-12-23;Near Dallas, Texas;Braniff Airways;Test flight;Lockheed 10 Electra;NC14905;6;4;2;6;4;2;0;1936
452;1936-12-27;Newhall, California;United Air Lines;Oakland - San Francisco - Los Angeles;Boeing 247D;NC13355;12;10;2;12;10;2;0;1936
453;1937-01-11;Near Playa V icente, Veracruz, Mexico;Mexicana;Mexico City - Minatitlán - Mérida;Lockheed 10E Electra;X-ABEO;9;6;3;9;6;3;0;1937
454;1937-01-12;Near Newhall, California;Western Air Express;Salt Lake City - Burbank;Boeing 247D;NC13315;13;11;2;5;4;1;0;1937
455;1937-01-26;Oran, Algeria;Sabena;Elizabethville - Gao - Colomb-Béchar - Oran - Brussels;Sabca S-73;OO-AGR;12;8;4;12;8;4;0;1937
456;1937-02-09;Off San Francisco, California;United Air Lines;Los Angeles - San Francisco - Oakland;Douglas DC-3A;NC16073;11;9;2;11;9;2;0;1937
457;1937-02-19;McPherson Ranges, Queensland, Australia;Airlines of Australia;Brisbane - Sidney;Stinson Model A;VH-UHH;7;5;2;5;3;2;0;1937
458;1937-03-12;Bathurst, Gambia;Deutsche Lufthansa;Las Palmas, Canary Islands - Bathhurst, Gambia;Heinkel He-111V2;D-ALIX;4;0;4;4;0;4;0;1937
459;1937-03-24;Near Ouroux, France;Imperial Airways;Southhampton, England - Alexandria, Egypt;Short  S-23 (flying boat);G-ADVA;6;1;5;5;1;4;0;1937
460;1937-03-25;Clifton, Pennsylvania;Trans Continental and Western Air;Newark - Camden - Pittsburg;Douglas DC-2-112;NC13730;13;10;3;13;10;3;0;1937
462;1937-05-06;Lakehurst, New Jersey;Deutsche Zeppelin Reederei;Frankfurt - Lakehurst N.J.;Zeppelin LZ-129;D-LZ-129;97;36;61;35;13;22;1;1937
464;1937-06-02;Desertores Island Región de Los Lagos;Fuerzs Aerea De Chile;Puerto Montt - Punta Arenas;Sirkorsky S-43 (flying boat);2;9;5;4;9;5;4;0;1937
466;1937-07-02;Off Lae, New Guinea;Private - Purdue Reasearch Foundation;Lae - Howland Island;Lockheed 10E Electra;NR16020;2;0;2;2;0;2;0;1937
467;1937-07-28;Hal, Belgium;KLM Royal Dutch Airlines;Amsterdam - Paris;Douglas DC-2-115L;PH-ALF;15;10;5;15;10;5;0;1937
468;1937-08-02;Wadi Halfa, Sudan;Ala Littoria;Rome, Italy - Kartoum;Savoia-Marchetti SM73;I-SUSA;9;5;4;9;5;4;0;1937
469;1937-08-02;Off Cristobal, Panama;Pan American Grace Airways;Santiago, Chili - Cristobal, Panama;Sikorsky S-43;NC15065;14;11;3;14;11;3;0;1937
471;1937-08-08;Chilang Point, Bias Bay, China;China National Aviation Corporation;Canton - Shanghi;Sikorsky S-43;NC16930;11;8;3;3;0;3;0;1937
472;1937-08-10;Daytona Beach, Florida;Eastern Air Lines;Chicago - Daytona;Douglas DC-2;NC-13739;9;7;2;4;2;2;0;1937
473;1937-08-23;San Luis, Argentina;Pan American Grace Airways;Mendosa - Cordoba;Douglas DC-2;NC14298;3;0;3;3;0;3;0;1937
475;1937-10-01;Phaleron Bay, Greece;Imperial Airways;Alexandria, Egypt  - Athens, Greece;Short Empire flying boat;G-ADVC;14;9;5;2;2;0;0;1937
476;1937-10-06;Palembang, Netherlands Indies;KLM Royal Dutch Airlines;Palembang - Singapore;Douglas DC-3;PH-ALS;11;7;4;4;1;3;0;1937
477;1937-10-17;Haydens Peak, Wyoming;United Air Lines;Newark - Chicago - Cheyenne - Salt Lake City - Los Angeles;Douglas DC-3;NC16074;19;16;3;19;16;3;0;1937
478;1937-10-27;Off Western Africa;Air France;Dakar - Casablanca;Dewoitine D-333;F-ALQA;7;2;5;7;2;5;0;1937
479;1937-11-11;Warsaw, Poland;Lot Polish Airlines;Krakow - Warsaw;Lockheed 10 Electra;SP-AYD;11;9;2;4;2;2;0;1937
480;1937-11-12;Mannheim, Germany;Deutsche Lufthansa;Berlin - Mannheim;Heinkel He-111;D-AXAV;12;9;3;10;7;3;0;1937
482;1937-11-16;Ostende, Belgium;Sabena;Cologne - Brussels - London;Junkers JU-52/3m;OO-AUB;11;8;3;11;8;3;0;1937
484;1937-12-04;Munich, Germany;Ala Littoria;Rome - Munich - Berlin;Junkers JU-52;I-BAUS;17;14;3;4;4;0;0;1937
485;1937-12-05;Brindisi Harbor, Italy;Imperial Airways;India - London;Short Empire Flying Boat;G-ADUZ;19;13;6;2;1;1;0;1937
487;1937-12-08;Saint Sauveur, France;Air France;Marseille - Lyon - Paris;Potez 621;F-AOTZ;7;6;1;2;1;1;0;1937
488;1937-12-24;Kasperske Hory, Czechoslovakia;Air France;Bucharest - Vienna - Prague - Paris;Wibault 283-T12;F-AMYD;3;1;2;3;1;2;0;1937
489;1938-01-04;Frankfurt, Germany;Lufthansa;Milan - Frankfurt;Junkers JU-38;D-ABUR;6;3;3;6;3;3;0;1938
490;1938-01-10;Bozeman, Montana;Northwest Orient Airlines;Seattle - Spokane - Butte - Billings - Chicago;Lockheed 14H Super Electra;NC-17388;10;8;2;10;8;2;0;1938
491;1938-01-11;Pago Pago, U.S. Samoa;Pan American World Airways;Oakland - Honolulu - Kingman Reef - Pago Pago - Auckland;Sikorsky S-42 (flying boat);NC16734;7;0;7;7;0;7;0;1938
492;1938-01-12;North Pine, Ontario, Canada;General Airways;Sioux Lookout - Hudson;Stinson Reliant SR-9;CF-BEI;1;0;1;1;0;1;0;1938
493;1938-02-02;Off San Clemente Island, California;Military - U.S. Navy / Military - U.S. Navy;Training;Consolidated PBY-2 / Consolidated PBY-2;04062 / 0463;14;0;14;11;0;11;0;1938
494;1938-02-05;Kandalaksha, Russia;TsAGI;Moscow - Murmansk;V6 (airship);CCCP-V6;19;0;19;13;0;13;0;1938
495;1938-02-09;Guadalupe, Mexico;Mexicana;Test flight;Lockheed 10 Electra;XA-BAS;2;0;0;2;0;0;0;1938
496;1938-02-09;Marseille, France;Air France;Marseille, France - Ajaccio, Corsica;Lioré-et-Olivier H-242;F-ANPB;12;7;5;8;5;3;0;1938
497;1938-02-13;Mediterranean Sea;Ala Littoria SA;Cadiz - Pollença -Alghero - Rome;Cant Z-506;I-ORIA;14;10;4;14;10;4;0;1938
498;1938-02-22;Pontoise, France;Deutsche Lufthansa;Berlin, Germany - Paris, France;Junkers JU.52;D-APAR;3;0;0;3;0;0;0;1938
499;1938-03-01;Near Wawona, Cailifornia;Trans Continental and Western Air;San Francisco - Winslow, AZ,  Burbank, CA;Douglas DC-2-112;NC13789;9;6;3;9;6;3;0;1938
500;1938-03-07;Datia, India;Air France;Hanoi, Vietnam - Paris, France;Potez 621;F-ANQR;7;3;4;7;3;4;0;1938
501;1938-03-08;Somerton, Australia;Australian National Airways;Training;De Havilland DH-60;VH-UNU;1;0;1;1;0;1;0;1938
502;1938-03-23;Corsavy, France;Air France;Dakar - Casablanca - Oran - Toulouse - Paris;Dewoitine D-338;F-AQBB;8;5;3;8;5;3;0;1938
503;1938-04-30;Near Formia, Italy;Ala Littoria;Brindisi - Rome;Junkers JU-52;I-BAUS;19;14;5;19;14;5;0;1938
504;1938-05-05;Balbuena, Mexico;Lineas Aéreas Mineras;Mexico City - Juarez;Lockheed Vega 5B;XA-BFR;6;5;1;1;5;1;0;1938
506;1938-05-16;Near Saugus, California;Northwest Orient Airlines;Burbank,- St. Paul;Lockheed 14-H2 Super Electra;NC17394;9;7;2;9;7;2;0;1938
507;1938-05-22;Sao Paulo, Brazil;Cruzeiro do Sul;Santos - Sao Paulo - Rio de Janeiro - Natal;Junkers JU-52/3m;PP-CBC;17;14;3;6;6;0;0;1938
508;1938-05-24;Cleveland, Ohio;United Air Lines;Newark - Cleveland - Chicago;Douglas DST-A-207A;NC18108;10;7;3;10;7;3;0;1938
509;1938-05-27;Alberno Canal, BC, Canada;Ginger Coote Airways;Vancouver - Zeballos;Fairchild 51;CF-AUX;1;0;1;1;0;1;0;1938
513;1938-07-08;Billings, Montana;Northwest Orient Airlines;Seattle - Spokane - Helena - Billings - Fargo;Lockheed 14 Super Electra;NC17383;10;8;2;1;1;0;0;1938
514;1938-07-14;Off Sardinia, Italy;Ala Littoria;Cagliari - Rome;Savoia Marchetti S-66;I-VOLO;20;16;4;20;16;4;0;1938
516;1938-07-22;Stulpica, Romania;LOT Polish Airlines;Warsaw, Poland - Bucharest, Romania;Lockheed 14H Super Electra;SP-BNG;14;12;2;14;12;2;0;1938
517;1938-07-27;Kisumu, Kenya;Imperial Airways;London - Kisumu - Cape Town;Armstrong-Withworth Atlanta;G-ABTG;4;0;4;4;0;4;0;1938
518;1938-07-29;Pacific Ocean between Manila and Guam;Pan American World Airways;Alameda - Manila;Martin M-130 (flying boat);NC14714;15;6;9;15;6;9;0;1938
521;1938-08-12;Near San Andres Tuxtla, VeraCruz, Mexico;Mexicana;Villahermosa - Veracruz - Mexico City;Lockheed 10E Electra;X-ABAS;11;8;3;11;8;3;0;1938
522;1938-08-13;Kiel, Germany;CSA Czech Airlines;Prague - Strasbourg - Paris;Savoia-Marchetti SM73;OK-BAG;17;14;3;16;13;3;0;1938
523;1938-08-15;Guanabara, Brazil;Syndicato Condor;Guanabara - Victoria;Junkers JU-52/3m;PP-CAT;9;5;4;9;5;4;0;1938
525;1938-08-18;Montnago, Italy;Macchi;Test flight;Macchi C-94;I-NILO;15;13;2;15;13;2;0;1938
526;1938-08-24;Wangmoon, China;China National Aviation Corporation;Hong Kong - Chungking;Douglas DC-2;32;17;13;4;14;12;2;0;1938
528;1938-08-29;Near Tucumcari, New Mexico;Transcontinental &Western Air;Burbank - Winslow - Albuquerque;Ford Tri-motor;NC17316;11;8;3;0;0;0;0;1938
529;1938-08-29;Innisfail, Australia;North Queensland Airways;Townsville - Innisfail - Cairns;De Havilland DH-84;VH-UXK;9;8;1;5;4;1;0;1938
530;1938-10-01;Off Bathurst, Gambia;Deutsche Lufthansa;Frankfurt, Germany - Milan, Italy;Dornier DO.18 (float plane);D-AROZ;4;0;4;4;0;4;0;1938
531;1938-10-01;Grisons, Switzerland;Deutsche Lufthansa;Frankfurt, Germany - Milan, Italy;Junkers JU-52/3m;D-AVFB;13;10;3;13;10;3;0;1938
532;1938-10-10;Soest, Germany;Sabena;Brussels - Düsseldorf - Berlin;Savbia-Marchetti  S-73P;OO-AGT;20;16;4;20;16;4;0;1938
533;1938-10-25;Mt. Dandenong, Australia;Australian National Airways;Adelaide - Melbourne;Douglas DC-2-112;VH-UYC;18;14;4;18;14;4;0;1938
535;1938-11-04;Channel Islands, Jersey;Jersey Airways;Jersey - Southhampton;de Havilland DH-86;G-ACZN;14;13;1;14;13;1;1;1938
536;1938-11-14;Schiphol, Amsterdam;KLM Royal Dutch Airlines;Berlin - Amsterdam;Douglas DC-3;PH-ARY;19;14;5;6;2;4;0;1938
537;1938-11-18;Regina, Saskatchewan, Canada;Trans Canada Air Lines;Winnipeg - Regina - Vancouver;Lockheed 14 Electra;CF-TCL;2;0;2;2;0;2;0;1938
539;1938-11-27;Bagdad, Iraq;Imperial Airways;Southampton - Sydney;Short Empire Flying Boat;G-AETW;6;0;6;4;0;4;0;1938
540;1938-11-29;Off Point Reyes, California;United Air Lines;Seattle, WA - Medford, OR - Oakland,CA;Douglas DC 3-A-SB-3-G-14;NC16066;7;4;3;5;3;2;0;1938
541;1938-12-02;Mexico City, Mexico;Mexicana;Mexico City - Merida;Lockheed 10E Electra;X-ABAU;8;5;3;8;5;3;0;1938
542;1938-12-08;Off Kuba Island, Okinawa;Japan Aviation Corporation;Fukuoka - Taihoku;Nakajima A-T2;J-BDOH;15;12;3;10;7;3;0;1938
543;1938-12-09;Amsterdam, Netherlands;KLM Royal Dutch Airlines;Instructional Flight;Lockheed 14-WF62 Super Electra;PH-APE;4;0;4;4;0;4;0;1938
545;1939-01-07;Paris, France;Swissair;Zurich - Geneva - Paris;Douglas DC-2-115B;HB-ITA;17;12;5;5;2;3;0;1939
546;1939-01-13;Rio de Janeiro, Brazil;Syndicato Condor;Vitoria - Rio de Janeiro;Junkers JU-52/3m;PP-CAY;10;7;3;10;7;3;0;1939
547;1939-01-13;Miles City, Montana;Northwest Orient Airlines;Chicago - Seattle;Lockheed 14-H Super Electra;NC17389;4;2;2;4;2;2;0;1939
548;1939-01-18;Katherine, Australia;Guinea Airways;Katherine - Adelaide;Lockheed 14 Electra;VH-ABI;4;1;3;4;1;3;0;1939
549;1939-01-21;Atlantic Ocean between N.Y. and Bermuda;Imperial Airways;New York City - Bermuda;Short S-23 (flying boat);G-ADUU;13;8;5;3;2;1;0;1939
550;1939-02-12;Juneau, Alaska;Marine Airways;Ketchikan - Juneau;Fairchild 71(amphibious);NC9777;6;5;1;6;5;1;0;1939
551;1939-02-24;Near Roubien, France;Deutsche Lufthansa;Barcelona, Spain - Rome, Italy;Junkers JU-52/3m;D-ALUS;10;6;4;10;6;4;0;1939
552;1939-03-14;Haren, Belgium;Sabena;London - Brussels;Junkers JU-52;OO-AUA;3;0;3;3;0;3;0;1939
554;1939-03-18;Near Adler, Washington;Boeing Aircraft Company;Test flight;Boeing 307 Stratoliner;NX19901;10;8;2;10;8;2;0;1939
555;1939-03-26;Oklahoma City, Oklahoma;Braniff Airlines;Chicago - Kansas City - Wichita - Oklahoma City - Dallas;Douglas DC-2-112;NC13727;12;9;3;8;7;1;0;1939
557;1939-05-01;Lumbo, Mozambique;Imperial Airways;London - Cairo- Mombasa - Dar es-Salaam - Lumbo - Maputo;Short S-23 Empire Flying Boat;G-ADVD;4;0;4;2;0;2;0;1939
558;1939-05-02;Near Marrakech, Morocco;Air France;Casablanca, Morocco - Dakar, Senegal;Dewoitine D-338;F-ARIC;9;6;3;9;6;3;0;1939
560;1939-06-06;Schiphol, Amsterdam;KLM Royal Duch Airlines;Training;Douglas DC-2;PH-AKN;4;0;4;0;0;0;1;1939
561;1939-06-10;Vlissingen, The Netherlands;KLM Royal Dutch Airlines;Haamstede - Vlissingen;Koolhoven FK.43;PH-AJK;3;1;2;3;1;2;0;1939
562;1939-06-20;Forest-in-Teesdale. United Kingdom;British American Air Services;Heston - Newcastle;de Havilland DH.89 Dragon Rapide;G-AERE;3;1;2;3;1;2;0;1939
563;1939-07-20;Konstanz, Switzerland;Swissair;Vienna - Zurich;Junkers JU86 Z-2;HB-IXA;6;4;2;6;4;2;0;1939
564;1939-08-04;Barcelona, Spain;Deutsche Lufthansa;Cologne - Toulouse - Barcelona - Casablanca;Junkers JU-52/3m;D-AUJG;7;4;3;7;4;3;0;1939
565;1939-08-13;Rio de Janerio, Brazil;Pan American World Airways;Miami - Rio de Janerio;Sikorsky S43 (flying boat);NC16933;16;12;4;14;10;4;0;1939
566;1939-08-15;Off Copenhagen, Denmark;British Airways;London - Hamburg - Copenhagen;Lockheed 10 Electra;G-ASEY;6;4;2;5;4;1;0;1939
567;1939-08-28;Lahore, India;Indian National Airways;Calcutta - Dum Dum;De Havilland D-84;VT-AEL;2;1;1;2;1;1;0;1939
568;1939-08-30;Hannover, Germany;Deutsche Lufthansa;Berlin - Hanover - Cologne - London;Junkers JU-52/3m;D-AFOP;7;4;3;7;4;3;0;1939
569;1939-09-26;North Sea;KLM Royal Dutch Airlines;Copenhagen - Amsterdam;Douglas DC-3;PH-ASM;20;15;5;1;1;0;0;1939
570;1939-10-10;Calarmar, Colombia;Scarta;Barranquilla - Girardot;Junkers W-34;C-53;5;3;2;5;3;2;0;1939
572;1939-12-18;South of Gibraltar;Iberia Airlines;Tetouan- Seville - Alicante;Junkers JU-52;M-CABA;9;6;3;9;6;3;0;1939
573;1939-12-21;Off Malta-Luqa;British Airways;Egypt - England;Lockheed 14 Super Electra;G-AFYU;8;6;2;5;3;2;0;1939
574;1939-12-24;Mogador, Morocco;Linee Aeree Italiane;Rome - Rio de Janerio;Savoia-Marchetti SM83;I-ARPA;7;3;4;7;3;4;0;1939
575;1940-01-22;Denpasar, Indonesia;KNILM;Batavia - Denpasar - Kupang - Darwin - Sydney;Lockheed 14 Super Electra;PK-AFO;9;5;4;8;5;3;0;1940
